,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,Sunrise(hrs),Sunset(hrs),WindDirection,WindSpeed,StationLat,StationLong,StationElev_ft
1500,1,2011-05-15,46,41,44,-14.0,36,41,21,0,RA BR,0.31,29.15,29.86,21.4,4.533333333333333,19.066666666666666,20,21.4,41.995,-87.933,662
1501,2,2011-05-15,48,42,45,-13.0,38,42,20,0,RA BR,0.37,29.19,29.84,18.9,4.533333333333333,19.066666666666666,10,18.8,41.786,-87.752,612
1502,1,2011-05-16,52,37,45,-14.0,30,40,20,0, ,0.0,29.28,30.01,13.9,4.516666666666667,19.083333333333332,20,13.5,41.995,-87.933,662
1503,2,2011-05-16,53,40,47,-12.0,31,40,18,0, ,0.0,29.34,30.01,14.1,4.516666666666667,19.083333333333332,10,13.9,41.786,-87.752,612
1504,1,2011-05-17,60,40,50,-9.0,33,43,15,0, ,0.0,29.21,29.96,12.7,4.5,19.1,30,12.2,41.995,-87.933,662
1505,2,2011-05-17,60,40,50,-9.0,35,44,15,0, ,0.0,29.27,29.95,13.6,4.5,19.1,20,13.1,41.786,-87.752,612
1506,1,2011-05-18,57,49,53,-7.0,48,49,12,0,RA DZ BR,0.07,29.16,29.89,7.1,4.483333333333333,19.116666666666667,20,6.2,41.995,-87.933,662
1507,2,2011-05-18,61,50,56,-4.0,49,51,9,0,RA BR HZ,0.03,29.21,29.88,7.0,4.483333333333333,19.116666666666667,10,6.6,41.786,-87.752,612
1508,1,2011-05-19,72,49,61,1.0,53,56,4,0,BR HZ,0.0,29.29,30.0,5.8,4.466666666666667,19.133333333333333,20,3.6,41.995,-87.933,662
1509,2,2011-05-19,73,50,62,2.0,53,55,3,0,BR HZ VCFG,0.0,29.36,30.0,5.0,4.466666666666667,19.133333333333333,20,3.0,41.786,-87.752,612
1510,1,2011-05-20,73,50,62,1.0,54,57,3,0,BR,0.0,29.3,30.03,6.0,4.45,19.15,60,5.5,41.995,-87.933,662
1511,2,2011-05-20,72,50,61,0.0,53,56,4,0,BR,0.0,29.36,30.03,6.2,4.45,19.15,70,5.4,41.786,-87.752,612
1512,1,2011-05-21,75,50,63,2.0,59,62,2,0,BR,0.01,29.13,29.87,8.1,4.433333333333334,19.166666666666668,150,7.0,41.995,-87.933,662
1513,2,2011-05-21,76,51,64,3.0,59,62,1,0,HZ,0.01,29.2,29.87,9.0,4.433333333333334,19.166666666666668,150,8.1,41.786,-87.752,612
1514,1,2011-05-22,87,61,74,13.0,60,64,0,9,TSRA RA BR,0.58,28.95,29.7,11.4,4.416666666666667,19.183333333333334,190,10.3,41.995,-87.933,662
1515,2,2011-05-22,88,65,77,16.0,59,65,0,12,TSRA,0.12,29.02,29.69,11.6,4.416666666666667,19.183333333333334,180,11.2,41.786,-87.752,612
1516,1,2011-05-23,79,60,70,9.0,59,64,0,5, ,0.01,28.92,29.62,11.3,4.416666666666667,19.2,250,10.0,41.995,-87.933,662
1517,2,2011-05-23,80,65,73,12.0,59,64,0,8, ,0.01,28.98,29.61,12.5,4.416666666666667,19.2,240,11.3,41.786,-87.752,612
1518,1,2011-05-24,66,47,57,-5.0,47,51,8,0, ,0.11,29.15,29.86,12.4,4.4,19.216666666666665,40,12.0,41.995,-87.933,662
1519,2,2011-05-24,69,48,59,-3.0,47,53,6,0, ,0.01,29.21,29.84,11.5,4.4,19.216666666666665,30,11.1,41.786,-87.752,612
1520,1,2011-05-25,67,47,57,-5.0,52,53,8,0,TSRA RA BR,2.24,28.92,29.67,11.7,4.383333333333334,19.233333333333334,30,10.7,41.995,-87.933,662
1521,2,2011-05-25,75,49,62,0.0,53,55,3,0,TSRA RA BR,1.9,28.97,29.65,10.1,4.383333333333334,19.233333333333334,30,7.8,41.786,-87.752,612
1522,1,2011-05-26,49,43,46,-16.0,40,43,19,0,RA BR,1.06,29.15,29.84,17.8,4.366666666666666,19.25,20,17.7,41.995,-87.933,662
1523,2,2011-05-26,50,43,47,-15.0,40,43,18,0,RA BR,0.61,29.19,29.83,18.9,4.366666666666666,19.25,10,18.8,41.786,-87.752,612
1524,1,2011-05-27,58,40,49,-13.0,41,46,16,0,RA,0.01,29.21,29.93,8.7,4.366666666666666,19.266666666666666,50,7.3,41.995,-87.933,662
1525,2,2011-05-27,58,42,50,-12.0,41,46,15,0,RA,0.01,29.27,29.94,8.0,4.366666666666666,19.266666666666666,40,6.6,41.786,-87.752,612
1526,1,2011-05-28,62,51,57,-6.0,55,55,8,0,RA BR,0.12,29.1,29.83,6.7,4.35,19.266666666666666,180,6.0,41.995,-87.933,662
1527,2,2011-05-28,64,52,58,-5.0,55,57,7,0,TSRA RA DZ BR HZ,0.23,29.16,29.83,5.8,4.35,19.266666666666666,180,4.4,41.786,-87.752,612
1528,1,2011-05-29,70,52,61,-3.0,59,60,4,0,TS RA FG+ FG BR,1.88,29.16,29.86,5.7,4.35,19.283333333333335,110,3.6,41.995,-87.933,662
1529,2,2011-05-29,72,57,65,1.0,60,61,0,0,TSRA RA FG+ BR,0.92,29.23,29.86,6.6,4.35,19.283333333333335,110,3.6,41.786,-87.752,612
1530,1,2011-05-30,88,56,72,8.0,65,69,0,7, ,0.0,29.26,29.97,12.8,4.333333333333333,19.3,200,12.4,41.995,-87.933,662
1531,2,2011-05-30,90,65,78,14.0,65,70,0,13, ,0.0,29.33,29.96,11.6,4.333333333333333,19.3,190,11.2,41.786,-87.752,612
1532,1,2011-05-31,85,69,77,13.0,64,68,0,12,TS,0.08,29.34,30.04,13.2,4.333333333333333,19.316666666666666,220,12.4,41.995,-87.933,662
1533,2,2011-05-31,88,69,79,15.0,65,70,0,14,RA,0.01,29.41,30.02,13.2,4.333333333333333,19.316666666666666,220,12.4,41.786,-87.752,612
1534,1,2011-06-01,81,59,70,6.0,49,59,0,5, ,0.0,29.44,30.17,10.5,4.316666666666666,19.333333333333332,270,10.7,41.995,-87.933,662
1535,2,2011-06-01,82,63,73,9.0,49,59,0,8, ,0.0,29.51,30.15,11.5,4.316666666666666,19.333333333333332,260,11.5,41.786,-87.752,612
1536,1,2011-06-02,69,56,63,-1.0,44,53,2,0,RA,0.02,29.45,30.19,9.4,4.316666666666666,19.333333333333332,60,9.0,41.995,-87.933,662
1537,2,2011-06-02,69,57,63,-1.0,45,53,2,0,RA,0.01,29.51,30.18,9.6,4.316666666666666,19.333333333333332,60,8.9,41.786,-87.752,612
1538,1,2011-06-03,87,55,71,7.0,62,67,0,6, ,0.01,29.31,30.04,11.5,4.3,19.35,170,10.8,41.995,-87.933,662
1539,2,2011-06-03,88,57,73,9.0,61,67,0,8,RA,0.18,29.37,30.03,10.6,4.3,19.35,160,10.0,41.786,-87.752,612
1540,1,2011-06-04,92,64,78,14.0,64,68,0,13,TSRA,0.18,29.31,30.02,8.5,4.3,19.366666666666667,260,1.4,41.995,-87.933,662
1541,2,2011-06-04,91,67,79,15.0,64,69,0,14, ,0.5,29.38,30.0,8.1,4.3,19.366666666666667,260,3.0,41.786,-87.752,612
1542,1,2011-06-05,85,60,73,8.0,55,62,0,8, ,0.01,29.36,30.08,5.4,4.283333333333333,19.383333333333333,70,3.1,41.995,-87.933,662
1543,2,2011-06-05,84,63,74,9.0,55,62,0,9, ,0.01,29.41,30.06,5.0,4.283333333333333,19.383333333333333,80,2.7,41.786,-87.752,612
1544,1,2011-06-06,93,60,77,11.0,64,69,0,12, ,0.0,29.15,29.89,9.7,4.283333333333333,19.383333333333333,200,8.5,41.995,-87.933,662
1545,2,2011-06-06,94,62,78,12.0,63,69,0,13, ,0.0,29.22,29.88,8.6,4.283333333333333,19.383333333333333,200,7.8,41.786,-87.752,612
1546,1,2011-06-07,96,75,86,20.0,65,72,0,21, ,0.0,29.11,29.82,10.6,4.283333333333333,19.4,230,10.3,41.995,-87.933,662
1547,2,2011-06-07,96,77,87,21.0,64,72,0,22, ,0.0,29.18,29.8,10.1,4.283333333333333,19.4,230,9.7,41.786,-87.752,612
1548,1,2011-06-08,95,66,81,15.0,64,71,0,16,TSRA,0.17,29.13,29.81,13.4,4.283333333333333,19.416666666666668,240,11.6,41.995,-87.933,662
1549,2,2011-06-08,96,67,82,16.0,63,71,0,17,TSRA BR,0.69,29.2,29.8,12.1,4.283333333333333,19.416666666666668,230,9.3,41.786,-87.752,612
1550,1,2011-06-09,69,50,60,-6.0,52,55,5,0,TSRA RA BR,0.93,29.28,30.0,12.5,4.266666666666667,19.416666666666668,40,8.0,41.995,-87.933,662
1551,2,2011-06-09,69,52,61,-5.0,54,56,4,0,TSRA BR,2.17,29.34,29.98,12.0,4.266666666666667,19.416666666666668,40,7.0,41.786,-87.752,612
1552,1,2011-06-10,69,51,60,-7.0,56,57,5,0,RA BR HZ,0.52,29.21,29.94,8.0,4.266666666666667,19.433333333333334,30,6.4,41.995,-87.933,662
1553,2,2011-06-10,71,51,61,-6.0,56,58,4,0,TS TSRA BR HZ,0.44,29.26,29.92,7.5,4.266666666666667,19.433333333333334,10,6.1,41.786,-87.752,612
1554,1,2011-06-11,62,52,57,-10.0,54,55,8,0,RA DZ FG+ FG BR,0.03,29.24,29.95,5.7,4.266666666666667,19.433333333333334,50,4.7,41.995,-87.933,662
1555,2,2011-06-11,65,53,59,-8.0,54,56,6,0,TSRA RA DZ BR,0.1,29.29,29.94,5.8,4.266666666666667,19.433333333333334,20,5.4,41.786,-87.752,612
1556,1,2011-06-12,64,50,57,-11.0,45,52,8,0,BR,0.0,29.38,30.1,8.9,4.266666666666667,19.45,30,8.3,41.995,-87.933,662
1557,2,2011-06-12,64,51,58,-10.0,45,52,7,0, ,0.0,29.44,30.09,9.9,4.266666666666667,19.45,20,9.4,41.786,-87.752,612
1558,1,2011-06-13,72,54,63,-5.0,43,53,2,0, ,0.0,29.39,30.11,7.8,4.266666666666667,19.45,60,7.5,41.995,-87.933,662
1559,2,2011-06-13,71,56,64,-4.0,43,53,1,0, ,0.0,29.44,30.11,8.7,4.266666666666667,19.45,60,8.0,41.786,-87.752,612
1560,1,2011-06-14,77,53,65,-3.0,49,56,0,0, ,0.0,29.25,30.01,8.6,4.266666666666667,19.466666666666665,90,7.8,41.995,-87.933,662
1561,2,2011-06-14,77,58,68,0.0,49,57,0,3, ,0.0,29.31,30.0,8.3,4.266666666666667,19.466666666666665,90,7.8,41.786,-87.752,612
1562,1,2011-06-15,71,57,64,-4.0,59,61,1,0,TSRA RA BR,0.8,29.0,29.73,11.2,4.266666666666667,19.466666666666665,150,9.2,41.995,-87.933,662
1563,2,2011-06-15,72,57,65,-3.0,59,62,0,0,TSRA RA BR,0.84,29.07,29.73,11.2,4.266666666666667,19.466666666666665,160,8.4,41.786,-87.752,612
1564,1,2011-06-16,81,61,71,2.0,59,63,0,6,RA BR,0.04,29.05,29.76,7.5,4.266666666666667,19.483333333333334,290,5.5,41.995,-87.933,662
1565,2,2011-06-16,81,62,72,3.0,59,63,0,7,RA BR,0.03,29.12,29.75,9.1,4.266666666666667,19.483333333333334,260,6.6,41.786,-87.752,612
1566,1,2011-06-17,82,60,71,2.0,60,64,0,6, ,0.0,29.13,29.83,6.6,4.266666666666667,19.483333333333334,60,5.8,41.995,-87.933,662
1567,2,2011-06-17,82,64,73,4.0,60,65,0,8, ,0.0,29.18,29.81,6.2,4.266666666666667,19.483333333333334,70,5.3,41.786,-87.752,612
1568,1,2011-06-18,84,61,73,3.0,62,65,0,8, ,0.0,29.1,29.82,6.4,4.266666666666667,19.483333333333334,60,4.6,41.995,-87.933,662
1569,2,2011-06-18,83,63,73,3.0,62,66,0,8, ,0.0,29.16,29.8,6.4,4.266666666666667,19.483333333333334,80,4.5,41.786,-87.752,612
1570,1,2011-06-19,81,63,72,2.0,65,68,0,7, ,0.0,29.03,29.75,5.2,4.266666666666667,19.5,110,4.1,41.995,-87.933,662
1571,2,2011-06-19,83,65,74,4.0,65,69,0,9,BR,0.0,29.08,29.73,4.9,4.266666666666667,19.5,140,3.7,41.786,-87.752,612
1572,1,2011-06-20,79,65,72,2.0,67,69,0,7,TSRA RA BR,0.18,29.01,29.72,8.1,4.266666666666667,19.5,160,6.2,41.995,-87.933,662
1573,2,2011-06-20,80,69,75,5.0,67,69,0,10,TSRA BR,1.23,29.07,29.7,9.5,4.266666666666667,19.5,160,8.0,41.786,-87.752,612
1574,1,2011-06-21,89,66,78,8.0,70,72,0,13,RA BR SQ,0.45,28.92,29.64,12.1,4.266666666666667,19.5,180,11.5,41.995,-87.933,662
1575,2,2011-06-21,89,69,79,9.0,70,73,0,14,TSRA RA BR,0.08,28.98,29.63,11.8,4.266666666666667,19.5,180,11.0,41.786,-87.752,612
1576,1,2011-06-22,73,64,69,-1.0,63,65,0,4,RA,0.02,28.89,29.59,13.4,4.283333333333333,19.516666666666666,210,12.6,41.995,-87.933,662
1577,2,2011-06-22,75,66,71,1.0,62,65,0,6, ,0.02,28.95,29.59,13.4,4.283333333333333,19.516666666666666,210,12.9,41.786,-87.752,612
1578,1,2011-06-23,71,62,67,-3.0,59,62,0,2,RA BR,0.01,28.9,29.6,12.7,4.283333333333333,19.516666666666666,260,11.4,41.995,-87.933,662
1579,2,2011-06-23,72,63,68,-2.0,60,63,0,3,RA BR,0.05,28.96,29.6,13.5,4.283333333333333,19.516666666666666,260,12.6,41.786,-87.752,612
1580,1,2011-06-24,68,60,64,-7.0,56,59,1,0, ,0.0,29.08,29.76,9.6,4.283333333333333,19.516666666666666,290,9.4,41.995,-87.933,662
1581,2,2011-06-24,68,60,64,-7.0,55,59,1,0, ,0.0,29.13,29.76,8.7,4.283333333333333,19.516666666666666,290,8.5,41.786,-87.752,612
1582,1,2011-06-25,79,58,69,-2.0,53,60,0,4, ,0.0,29.21,29.92,4.6,4.283333333333333,19.516666666666666,100,2.5,41.995,-87.933,662
1583,2,2011-06-25,78,61,70,-1.0,52,60,0,5,RA,0.01,29.28,29.91,5.8,4.283333333333333,19.516666666666666,90,3.9,41.786,-87.752,612
1584,1,2011-06-26,81,57,69,-2.0,53,60,0,4, ,0.0,29.23,29.94,6.9,4.3,19.516666666666666,90,5.8,41.995,-87.933,662
1585,2,2011-06-26,80,64,72,1.0,53,61,0,7, ,0.0,29.28,29.93,7.0,4.3,19.516666666666666,90,6.5,41.786,-87.752,612
1586,1,2011-06-27,81,65,73,2.0,63,67,0,8,RA HZ,0.03,29.08,29.8,10.8,4.3,19.516666666666666,210,6.9,41.995,-87.933,662
1587,2,2011-06-27,80,67,74,3.0,64,67,0,9,RA BR,0.14,29.15,29.79,9.2,4.3,19.516666666666666,210,6.4,41.786,-87.752,612
1588,1,2011-06-28,81,63,72,1.0,54,61,0,7, ,0.0,29.28,29.98,9.6,4.316666666666666,19.516666666666666,300,9.1,41.995,-87.933,662
1589,2,2011-06-28,81,65,73,2.0,53,61,0,8, ,0.0,29.34,29.97,8.6,4.316666666666666,19.516666666666666,300,7.2,41.786,-87.752,612
1590,1,2011-06-29,81,59,70,-1.0,56,62,0,5, ,0.0,29.35,30.06,5.4,4.316666666666666,19.516666666666666,80,3.7,41.995,-87.933,662
1591,2,2011-06-29,80,63,72,1.0,55,62,0,7, ,0.0,29.41,30.04,5.9,4.316666666666666,19.516666666666666,80,3.9,41.786,-87.752,612
1592,1,2011-06-30,88,60,74,2.0,62,67,0,9, ,0.01,29.28,30.0,9.4,4.316666666666666,19.516666666666666,170,8.2,41.995,-87.933,662
1593,2,2011-06-30,89,66,78,6.0,61,67,0,13,TS TSRA RA VCTS,0.03,29.34,29.99,10.6,4.316666666666666,19.516666666666666,160,9.2,41.786,-87.752,612
1594,1,2011-07-01,89,72,81,9.0,62,68,0,16, ,0.0,29.24,29.96,14.9,4.333333333333333,19.516666666666666,180,14.3,41.995,-87.933,662
1595,2,2011-07-01,89,70,80,8.0,63,68,0,15,TS RA,0.01,29.31,29.95,10.8,4.333333333333333,19.516666666666666,180,10.4,41.786,-87.752,612
1596,1,2011-07-02,94,71,83,11.0,70,74,0,18,BR,0.0,29.25,29.95,8.3,4.333333333333333,19.516666666666666,240,3.9,41.995,-87.933,662
1597,2,2011-07-02,93,73,83,11.0,71,74,0,18,BR,0.0,29.31,29.94,7.5,4.333333333333333,19.516666666666666,230,3.1,41.786,-87.752,612
1598,1,2011-07-03,84,69,77,5.0,57,65,0,12, ,0.0,29.28,29.98,5.9,4.35,19.516666666666666,20,4.7,41.995,-87.933,662
1599,2,2011-07-03,86,70,78,6.0,58,65,0,13, ,0.0,29.33,29.96,6.1,4.35,19.516666666666666,30,4.4,41.786,-87.752,612
1600,1,2011-07-04,89,65,77,5.0,55,64,0,12, ,0.0,29.26,29.97,4.3,4.366666666666666,19.5,50,2.9,41.995,-87.933,662
1601,2,2011-07-04,88,68,78,6.0,53,63,0,13,FU,0.0,29.32,29.95,4.5,4.366666666666666,19.5,70,3.3,41.786,-87.752,612
1602,1,2011-07-05,91,68,80,8.0,60,68,0,15, ,0.0,29.25,29.96,6.2,4.366666666666666,19.5,280,5.2,41.995,-87.933,662
1603,2,2011-07-05,92,67,80,8.0,59,68,0,15, ,0.0,29.31,29.94,5.6,4.366666666666666,19.5,260,4.9,41.786,-87.752,612
1604,1,2011-07-06,86,70,78,6.0,61,67,0,13, ,0.01,29.27,29.97,7.5,4.383333333333334,19.5,40,5.7,41.995,-87.933,662
1605,2,2011-07-06,87,71,79,7.0,60,67,0,14, ,0.0,29.33,29.95,7.3,4.383333333333334,19.5,40,5.9,41.786,-87.752,612
1606,1,2011-07-07,82,63,73,1.0,53,62,0,8,RA,0.01,29.22,29.95,6.2,4.383333333333334,19.5,70,5.1,41.995,-87.933,662
1607,2,2011-07-07,81,66,74,2.0,55,63,0,9,RA,0.07,29.28,29.93,7.1,4.383333333333334,19.5,70,5.7,41.786,-87.752,612
1608,1,2011-07-08,86,61,74,1.0,51,62,0,9, ,0.0,29.17,29.88,6.0,4.4,19.483333333333334,60,5.1,41.995,-87.933,662
1609,2,2011-07-08,86,65,76,3.0,52,63,0,11, ,0.0,29.22,29.86,6.5,4.4,19.483333333333334,40,5.2,41.786,-87.752,612
1610,1,2011-07-09,91,61,76,3.0,58,66,0,11, ,0.0,29.21,29.92,5.9,4.416666666666667,19.483333333333334,190,5.2,41.995,-87.933,662
1611,2,2011-07-09,90,67,79,6.0,60,68,0,14, ,0.0,29.27,29.9,6.5,4.416666666666667,19.483333333333334,180,5.4,41.786,-87.752,612
1612,1,2011-07-10,91,74,83,10.0,68,72,0,18,HZ,0.01,29.18,29.89,9.7,4.416666666666667,19.483333333333334,190,9.3,41.995,-87.933,662
1613,2,2011-07-10,91,75,83,10.0,67,72,0,18,HZ,0.01,29.23,29.87,8.1,4.416666666666667,19.483333333333334,190,7.8,41.786,-87.752,612
1614,1,2011-07-11,88,71,80,7.0,71,74,0,15,HZ,0.39,29.12,29.82,8.5,4.433333333333334,19.466666666666665,250,5.5,41.995,-87.933,662
1615,2,2011-07-11,90,70,80,7.0,70,74,0,15,TSRA BR,0.13,29.18,29.81,8.0,4.433333333333334,19.466666666666665,240,5.3,41.786,-87.752,612
1616,1,2011-07-12,87,70,79,6.0,63,69,0,14,RA,0.01,29.25,29.94,7.7,4.45,19.466666666666665,20,5.6,41.995,-87.933,662
1617,2,2011-07-12,88,71,80,7.0,64,69,0,15,RA,0.01,29.31,29.92,7.0,4.45,19.466666666666665,40,4.5,41.786,-87.752,612
1618,1,2011-07-13,74,63,69,-4.0,57,62,0,4, ,0.0,29.35,30.06,10.9,4.466666666666667,19.45,40,10.5,41.995,-87.933,662
1619,2,2011-07-13,74,66,70,-3.0,57,63,0,5, ,0.0,29.4,30.04,12.2,4.466666666666667,19.45,40,11.6,41.786,-87.752,612
1620,1,2011-07-14,82,59,71,-2.0,56,63,0,6, ,0.0,29.3,30.02,8.0,4.466666666666667,19.45,100,6.5,41.995,-87.933,662
1621,2,2011-07-14,82,65,74,1.0,56,63,0,9, ,0.0,29.35,30.0,8.7,4.466666666666667,19.45,90,7.3,41.786,-87.752,612
1622,1,2011-07-15,87,70,79,5.0,60,66,0,14, ,0.01,29.27,29.98,6.7,4.483333333333333,19.433333333333334,90,5.4,41.995,-87.933,662
1623,2,2011-07-15,86,71,79,5.0,60,67,0,14, ,0.0,29.33,29.96,6.8,4.483333333333333,19.433333333333334,100,6.2,41.786,-87.752,612
1624,1,2011-07-16,89,71,80,6.0,61,68,0,15,RA,0.01,29.32,30.02,4.3,4.5,19.416666666666668,190,3.4,41.995,-87.933,662
1625,2,2011-07-16,90,74,82,8.0,60,68,0,17, ,0.0,29.38,30.0,2.7,4.5,19.416666666666668,190,2.5,41.786,-87.752,612
1626,1,2011-07-17,95,69,82,8.0,69,74,0,17, ,0.0,29.35,30.06,6.4,4.516666666666667,19.416666666666668,220,6.2,41.995,-87.933,662
1627,2,2011-07-17,95,74,85,11.0,69,74,0,20, ,0.0,29.41,30.04,7.2,4.516666666666667,19.416666666666668,230,6.8,41.786,-87.752,612
1628,1,2011-07-18,92,80,86,12.0,75,78,0,21,RA HZ,0.01,29.23,29.96,10.8,4.533333333333333,19.4,250,10.6,41.995,-87.933,662
1629,2,2011-07-18,93,81,87,13.0,74,77,0,22,HZ,0.01,29.29,29.94,11.7,4.533333333333333,19.4,240,11.2,41.786,-87.752,612
1630,1,2011-07-19,93,78,86,12.0,72,76,0,21, ,0.0,29.17,29.89,6.2,4.55,19.383333333333333,70,4.5,41.995,-87.933,662
1631,2,2011-07-19,92,79,86,12.0,73,77,0,21,BR,0.0,29.23,29.86,6.6,4.55,19.383333333333333,60,3.2,41.786,-87.752,612
1632,1,2011-07-20,99,73,86,12.0,73,77,0,21,BR HZ,0.02,29.08,29.8,10.7,4.55,19.383333333333333,230,9.0,41.995,-87.933,662
1633,2,2011-07-20,100,77,89,15.0,73,77,0,24,TS,0.0,29.15,29.78,9.9,4.55,19.383333333333333,230,7.6,41.786,-87.752,612
1634,1,2011-07-21,99,75,87,13.0,70,76,0,22,TS,0.02,29.1,29.8,8.8,4.566666666666666,19.366666666666667,280,6.2,41.995,-87.933,662
1635,2,2011-07-21,101,82,92,18.0,72,77,0,27, ,0.0,29.16,29.77,10.0,4.566666666666666,19.366666666666667,260,5.3,41.786,-87.752,612
1636,1,2011-07-22,88,70,79,5.0,70,73,0,14,TS TSRA RA BR,1.55,29.18,29.88,9.0,4.583333333333333,19.35,90,1.7,41.995,-87.933,662
1637,2,2011-07-22,100,71,79,5.0,70,74,0,14,TS TSRA BR,0.14,29.23,29.86,8.2,4.583333333333333,19.35,100,3.8,41.786,-87.752,612
1638,1,2011-07-23,87,70,79,5.0,70,73,0,14,TS TSRA RA BR,6.86,29.23,29.95,5.3,4.6,19.333333333333332,300,0.8,41.995,-87.933,662
1639,2,2011-07-23,87,70,79,5.0,70,73,0,14,TSRA RA BR VCTS,0.04,29.28,29.93,4.9,4.6,19.333333333333332,200,0.7,41.786,-87.752,612
1640,1,2011-07-24,87,72,80,6.0,70,73,0,15,TS TSRA BR,0.18,29.26,29.97,6.4,4.616666666666667,19.316666666666666,230,1.5,41.995,-87.933,662
1641,2,2011-07-24,87,72,80,6.0,69,72,0,15,TS TSRA VCFG,0.02,29.32,29.95,5.7,4.616666666666667,19.316666666666666,200,0.7,41.786,-87.752,612
1642,1,2011-07-25,88,73,81,7.0,66,71,0,16, ,0.0,29.2,29.91,6.5,4.633333333333333,19.3,320,3.4,41.995,-87.933,662
1643,2,2011-07-25,90,73,82,8.0,67,71,0,17, ,0.01,29.25,29.89,6.1,4.633333333333333,19.3,350,2.1,41.786,-87.752,612
1644,1,2011-07-26,83,71,77,3.0,63,68,0,12, ,0.0,29.18,29.88,8.5,4.65,19.3,50,6.3,41.995,-87.933,662
1645,2,2011-07-26,85,72,79,5.0,62,68,0,14, ,0.01,29.23,29.86,8.0,4.65,19.3,60,5.9,41.786,-87.752,612
1646,1,2011-07-27,90,68,79,5.0,66,70,0,14,TS TSRA,0.71,29.13,29.85,9.5,4.666666666666667,19.283333333333335,160,6.2,41.995,-87.933,662
1647,2,2011-07-27,92,72,82,8.0,66,71,0,17,TS BR,0.01,29.21,29.84,9.9,4.666666666666667,19.283333333333335,160,6.0,41.786,-87.752,612
1648,1,2011-07-28,87,73,80,6.0,71,74,0,15,TSRA RA BR,0.7,29.2,29.89,6.8,4.683333333333334,19.266666666666666,230,3.2,41.995,-87.933,662
1649,2,2011-07-28,88,74,81,7.0,71,74,0,16,TS RA,0.01,29.26,29.87,6.8,4.683333333333334,19.266666666666666,210,3.3,41.786,-87.752,612
1650,1,2011-07-29,86,71,79,5.0,67,71,0,14,BR,0.7,29.28,29.98,5.9,4.7,19.25,40,4.3,41.995,-87.933,662
1651,2,2011-07-29,86,74,80,6.0,69,72,0,15,TSRA BR,0.36,29.34,29.96,5.6,4.7,19.25,40,3.5,41.786,-87.752,612
1652,1,2011-07-30,91,67,79,5.0,64,70,0,14, ,0.0,29.35,30.05,3.4,4.716666666666667,19.233333333333334,130,2.4,41.995,-87.933,662
1653,2,2011-07-30,91,68,80,6.0,65,71,0,15, ,0.0,29.41,30.03,3.4,4.716666666666667,19.233333333333334,110,2.0,41.786,-87.752,612
1654,1,2011-07-31,90,68,79,5.0,69,73,0,14, ,0.0,29.35,30.06,5.0,4.733333333333333,19.216666666666665,250,4.9,41.995,-87.933,662
1655,2,2011-07-31,91,73,82,8.0,69,73,0,17, ,0.0,29.41,30.04,5.0,4.733333333333333,19.216666666666665,230,4.5,41.786,-87.752,612
1656,1,2011-08-01,91,74,83,10.0,72,75,0,18, ,0.0,29.28,29.99,4.9,4.75,19.183333333333334,270,4.2,41.995,-87.933,662
1657,2,2011-08-01,91,76,84,11.0,71,75,0,19,BR HZ,0.0,29.33,29.97,5.9,4.75,19.183333333333334,250,3.1,41.786,-87.752,612
1658,1,2011-08-02,93,74,84,11.0,73,76,0,19, ,0.43,29.04,29.77,9.1,4.766666666666667,19.166666666666668,210,8.3,41.995,-87.933,662
1659,2,2011-08-02,93,74,84,11.0,73,77,0,19,TS TSRA HZ,0.28,29.1,29.75,8.5,4.766666666666667,19.166666666666668,200,8.0,41.786,-87.752,612
1660,1,2011-08-03,86,72,79,6.0,67,71,0,14, ,0.0,29.11,29.81,8.0,4.783333333333333,19.15,20,6.9,41.995,-87.933,662
1661,2,2011-08-03,87,73,80,7.0,66,71,0,15,BR,0.0,29.16,29.78,10.3,4.783333333333333,19.15,10,9.6,41.786,-87.752,612
1662,1,2011-08-04,84,69,77,4.0,66,69,0,12, ,0.0,29.25,29.94,6.0,4.8,19.133333333333333,50,5.3,41.995,-87.933,662
1663,2,2011-08-04,82,69,76,3.0,67,70,0,11, ,0.0,29.3,29.92,6.7,4.8,19.133333333333333,50,4.8,41.786,-87.752,612
1664,1,2011-08-05,83,69,76,3.0,68,71,0,11,RA,0.01,29.21,29.93,5.5,4.816666666666666,19.116666666666667,50,4.0,41.995,-87.933,662
1665,2,2011-08-05,84,70,77,4.0,68,71,0,12, ,0.01,29.26,29.91,6.0,4.816666666666666,19.116666666666667,70,5.2,41.786,-87.752,612
1666,1,2011-08-06,85,72,79,6.0,70,72,0,14,RA BR,0.18,29.1,29.82,4.0,4.833333333333333,19.1,50,2.5,41.995,-87.933,662
1667,2,2011-08-06,85,73,79,6.0,70,72,0,14,RA BR,0.69,29.15,29.8,3.7,4.833333333333333,19.1,30,1.3,41.786,-87.752,612
1668,1,2011-08-07,86,68,77,4.0,69,71,0,12,TSRA BR,0.75,29.03,29.75,6.4,4.85,19.066666666666666,270,4.6,41.995,-87.933,662
1669,2,2011-08-07,87,70,79,6.0,69,72,0,14,RA BR HZ,0.49,29.09,29.73,5.6,4.85,19.066666666666666,260,3.6,41.786,-87.752,612
